county_fips,admit_year,offset
01083,2018,72
01083,2019,52
01083,2020,84
01083,2021,51
01083,2022,90
01083,2023,74
01083,2024,100
01083,2025,33
01085,2018,96
01085,2019,83
01085,2020,65
01085,2021,100
01085,2022,30
01085,2023,86
01085,2024,39
01085,2025,77
01087,2018,24
01087,2019,38
01087,2020,62
01087,2021,66
01087,2022,56
01087,2023,38
01087,2024,54
01087,2025,54
01089,2018,60
01089,2019,66
01089,2020,70
01089,2021,18
01089,2022,53
01089,2023,21
01089,2024,87
01089,2025,91
01091,2018,67
01091,2019,96
01091,2020,47
01091,2021,68
01091,2022,59
01091,2023,33
01091,2024,40
01091,2025,40
01093,2018,14
01093,2019,20
01093,2020,37
01093,2021,31
01093,2022,39
01093,2023,41
01093,2024,98
01093,2025,10
01095,2018,45
01095,2019,40
01095,2020,47
01095,2021,86
01095,2022,73
01095,2023,54
01095,2024,19
01095,2025,78
01097,2018,37
01097,2019,86
01097,2020,22
01097,2021,30
01097,2022,60
01097,2023,94
01097,2024,62
01097,2025,53
01099,2018,56
01099,2019,68
01099,2020,22
01099,2021,33
01099,2022,80
01099,2023,30
01099,2024,56
01099,2025,46
01101,2018,63
01101,2019,32
01101,2020,48
01101,2021,85
01101,2022,25
01101,2023,86
01101,2024,35
01101,2025,95
01103,2018,54
01103,2019,32
01103,2020,52
01103,2021,35
01103,2022,87
01103,2023,93
01103,2024,58
01103,2025,38
01105,2018,10
01105,2019,68
01105,2020,67
01105,2021,60
01105,2022,20
01105,2023,70
01105,2024,32
01105,2025,36
01107,2018,100
01107,2019,45
01107,2020,21
01107,2021,18
01107,2022,58
01107,2023,85
01107,2024,100
01107,2025,89
01109,2018,62
01109,2019,10
01109,2020,39
01109,2021,27
01109,2022,80
01109,2023,45
01109,2024,20
01109,2025,71
01111,2018,10
01111,2019,58
01111,2020,83
01111,2021,10
01111,2022,19
01111,2023,98
01111,2024,59
01111,2025,74
01113,2018,12
01113,2019,22
01113,2020,16
01113,2021,24
01113,2022,52
01113,2023,14
01113,2024,81
01113,2025,19
01115,2018,84
01115,2019,17
01115,2020,51
01115,2021,72
01115,2022,54
01115,2023,28
01115,2024,47
01115,2025,64
01117,2018,18
01117,2019,81
01117,2020,49
01117,2021,95
01117,2022,13
01117,2023,62
01117,2024,24
01117,2025,59
01119,2018,93
01119,2019,73
01119,2020,93
01119,2021,37
01119,2022,34
01119,2023,62
01119,2024,13
01119,2025,27
01121,2018,51
01121,2019,44
01121,2020,86
01121,2021,49
01121,2022,15
01121,2023,31
01121,2024,92
01121,2025,58
01123,2018,11
01123,2019,62
01123,2020,82
01123,2021,49
01123,2022,30
01123,2023,41
01123,2024,34
01123,2025,68
01125,2018,97
01125,2019,54
01125,2020,43
01125,2021,64
01125,2022,20
01125,2023,24
01125,2024,46
01125,2025,80
01127,2018,52
01127,2019,87
01127,2020,41
01127,2021,34
01127,2022,45
01127,2023,41
01127,2024,41
01127,2025,66
01129,2018,42
01129,2019,35
01129,2020,67
01129,2021,51
01129,2022,38
01129,2023,61
01129,2024,60
01129,2025,18
01131,2018,59
01131,2019,53
01131,2020,32
01131,2021,66
01131,2022,50
01131,2023,96
01131,2024,61
01131,2025,38
01133,2018,46
01133,2019,75
01133,2020,45
01133,2021,88
01133,2022,62
01133,2023,42
01133,2024,83
01133,2025,64
02013,2018,82
02013,2019,76
02013,2020,21
02013,2021,37
02013,2022,35
02013,2023,15
02013,2024,19
02013,2025,46
02016,2018,17
02016,2019,14
02016,2020,36
02016,2021,38
02016,2022,71
02016,2023,12
02016,2024,35
02016,2025,71
02020,2018,26
02020,2019,31
02020,2020,16
02020,2021,58
02020,2022,89
02020,2023,57
02020,2024,26
02020,2025,99
02050,2018,39
02050,2019,99
02050,2020,66
02050,2021,47
02050,2022,84
02050,2023,92
02050,2024,100
02050,2025,55
02060,2018,36
02060,2019,57
02060,2020,12
02060,2021,18
02060,2022,13
02060,2023,99
02060,2024,89
02060,2025,20
02063,2018,93
02063,2019,44
02063,2020,89
02063,2021,99
02063,2022,32
02063,2023,28
02063,2024,34
02063,2025,23
02066,2018,44
02066,2019,38
02066,2020,49
02066,2021,31
02066,2022,87
02066,2023,72
02066,2024,52
02066,2025,67
02068,2018,96
02068,2019,23
02068,2020,91
02068,2021,64
02068,2022,23
02068,2023,100
02068,2024,54
02068,2025,59
02070,2018,58
02070,2019,27
02070,2020,58
02070,2021,28
02070,2022,83
02070,2023,61
02070,2024,54
02070,2025,64
02090,2018,17
02090,2019,85
02090,2020,84
02090,2021,46
02090,2022,87
02090,2023,100
02090,2024,14
02090,2025,11
02100,2018,26
02100,2019,34
02100,2020,60
02100,2021,79
02100,2022,56
02100,2023,68
02100,2024,76
02100,2025,30
02105,2018,51
02105,2019,97
02105,2020,56
02105,2021,55
02105,2022,96
02105,2023,50
02105,2024,33
02105,2025,30
02110,2018,91
02110,2019,26
02110,2020,81
02110,2021,55
02110,2022,74
02110,2023,71
02110,2024,39
02110,2025,70
02122,2018,32
02122,2019,58
02122,2020,71
02122,2021,27
02122,2022,48
02122,2023,82
02122,2024,36
02122,2025,16
02130,2018,99
02130,2019,62
02130,2020,35
02130,2021,23
02130,2022,50
02130,2023,61
02130,2024,53
02130,2025,60
02150,2018,11
02150,2019,82
02150,2020,21
02150,2021,50
02150,2022,16
02150,2023,91
02150,2024,93
02150,2025,59
02158,2018,72
02158,2019,33
02158,2020,59
02158,2021,28
02158,2022,96
02158,2023,55
02158,2024,11
02158,2025,23
02164,2018,74
02164,2019,75
02164,2020,98
02164,2021,68
02164,2022,60
02164,2023,94
02164,2024,85
02164,2025,62
02170,2018,31
02170,2019,91
02170,2020,56
02170,2021,59
02170,2022,43
02170,2023,53
02170,2024,52
02170,2025,53
02180,2018,53
02180,2019,88
02180,2020,51
02180,2021,60
02180,2022,67
02180,2023,78
02180,2024,44
02180,2025,32
02185,2018,31
02185,2019,95
02185,2020,66
02185,2021,71
02185,2022,82
02185,2023,62
02185,2024,69
02185,2025,91
02188,2018,89
02188,2019,95
02188,2020,68
02188,2021,80
02188,2022,75
02188,2023,42
02188,2024,59
02188,2025,51
02195,2018,28
02195,2019,60
02195,2020,85
02195,2021,65
02195,2022,58
02195,2023,77
02195,2024,88
02195,2025,56
02198,2018,74
02198,2019,53
02198,2020,36
02198,2021,70
02198,2022,43
02198,2023,18
02198,2024,34
02198,2025,11
02220,2018,35
02220,2019,45
02220,2020,74
02220,2021,43
02220,2022,37
02220,2023,32
02220,2024,58
02220,2025,48
02230,2018,57
02230,2019,88
02230,2020,19
02230,2021,72
02230,2022,90
02230,2023,35
02230,2024,44
02230,2025,45
02240,2018,10
02240,2019,85
02240,2020,41
02240,2021,56
02240,2022,82
02240,2023,49
02240,2024,45
02240,2025,61
02275,2018,42
02275,2019,25
02275,2020,28
02275,2021,98
02275,2022,80
02275,2023,45
02275,2024,57
02275,2025,75
02282,2018,10
02282,2019,49
02282,2020,41
02282,2021,44
02282,2022,10
02282,2023,76
02282,2024,97
02282,2025,58
02290,2018,66
02290,2019,26
02290,2020,39
02290,2021,96
02290,2022,16
02290,2023,12
02290,2024,54
02290,2025,99
04001,2018,98
04001,2019,68
04001,2020,68
04001,2021,63
04001,2022,28
04001,2023,60
04001,2024,32
04001,2025,72
04003,2018,16
04003,2019,24
04003,2020,51
04003,2021,49
04003,2022,49
04003,2023,57
04003,2024,84
04003,2025,78
04005,2018,27
04005,2019,78
04005,2020,28
04005,2021,87
04005,2022,15
04005,2023,32
04005,2024,69
04005,2025,53
04007,2018,73
04007,2019,81
04007,2020,47
04007,2021,94
04007,2022,12
04007,2023,16
04007,2024,44
04007,2025,90
04009,2018,17
04009,2019,64
04009,2020,14
04009,2021,92
04009,2022,64
04009,2023,20
04009,2024,17
04009,2025,59
04011,2018,73
04011,2019,21
04011,2020,98
04011,2021,40
04011,2022,75
04011,2023,32
04011,2024,28
04011,2025,74
04012,2018,23
04012,2019,73
04012,2020,66
04012,2021,97
04012,2022,47
04012,2023,79
04012,2024,90
04012,2025,46
04013,2018,48
04013,2019,39
04013,2020,96
04013,2021,39
04013,2022,50
04013,2023,36
04013,2024,46
04013,2025,72
04015,2018,45
04015,2019,49
04015,2020,42
04015,2021,72
04015,2022,68
04015,2023,54
04015,2024,55
04015,2025,61
04017,2018,45
04017,2019,19
04017,2020,90
04017,2021,89
04017,2022,13
04017,2023,18
04017,2024,71
04017,2025,61
04019,2018,97
04019,2019,48
04019,2020,29
04019,2021,87
04019,2022,84
04019,2023,28
04019,2024,10
04019,2025,41
04021,2018,31
04021,2019,13
04021,2020,84
04021,2021,63
04021,2022,46
04021,2023,99
04021,2024,53
04021,2025,74
04023,2018,85
04023,2019,26
04023,2020,78
04023,2021,51
04023,2022,93
04023,2023,55
04023,2024,23
04023,2025,58
04025,2018,40
04025,2019,84
04025,2020,86
04025,2021,51
04025,2022,69
04025,2023,19
04025,2024,98
04025,2025,81
04027,2018,18
04027,2019,100
04027,2020,77
04027,2021,47
04027,2022,37
04027,2023,38
04027,2024,76
04027,2025,37
05001,2018,69
05001,2019,44
05001,2020,80
05001,2021,93
05001,2022,61
05001,2023,26
05001,2024,94
05001,2025,72
05003,2018,61
05003,2019,47
05003,2020,42
05003,2021,14
05003,2022,20
05003,2023,14
05003,2024,51
05003,2025,75
05005,2018,91
05005,2019,24
05005,2020,20
05005,2021,28
05005,2022,25
05005,2023,33
05005,2024,20
05005,2025,79
05007,2018,24
05007,2019,49
05007,2020,16
05007,2021,44
05007,2022,85
05007,2023,62
05007,2024,40
05007,2025,28
05009,2018,23
05009,2019,62
05009,2020,66
05009,2021,65
05009,2022,13
05009,2023,80
05009,2024,90
05009,2025,43
05011,2018,61
05011,2019,59
05011,2020,63
05011,2021,84
05011,2022,16
05011,2023,51
05011,2024,57
05011,2025,83
05013,2018,73
05013,2019,100
05013,2020,78
05013,2021,54
05013,2022,69
05013,2023,12
05013,2024,76
05013,2025,79
05015,2018,41
05015,2019,89
05015,2020,46
05015,2021,99
05015,2022,98
05015,2023,19
05015,2024,46
05015,2025,48
05017,2018,46
05017,2019,68
05017,2020,28
05017,2021,43
05017,2022,36
05017,2023,88
05017,2024,47
05017,2025,10
05019,2018,66
05019,2019,29
05019,2020,23
05019,2021,11
05019,2022,47
05019,2023,22
05019,2024,89
05019,2025,42
05021,2018,72
05021,2019,74
05021,2020,58
05021,2021,74
05021,2022,34
05021,2023,99
05021,2024,97
05021,2025,93
05023,2018,22
05023,2019,90
05023,2020,67
05023,2021,53
05023,2022,84
05023,2023,94
05023,2024,87
05023,2025,67
05025,2018,39
05025,2019,22
05025,2020,73
05025,2021,48
05025,2022,47
05025,2023,68
05025,2024,18
05025,2025,83
05027,2018,88
05027,2019,39
05027,2020,76
05027,2021,22
05027,2022,33
05027,2023,17
05027,2024,76
05027,2025,60
05029,2018,87
05029,2019,18
05029,2020,80
05029,2021,32
05029,2022,80
05029,2023,41
05029,2024,81
05029,2025,77
05031,2018,17
05031,2019,45
05031,2020,74
05031,2021,41
05031,2022,48
05031,2023,79
05031,2024,61
05031,2025,96
05033,2018,89
05033,2019,28
05033,2020,67
05033,2021,66
05033,2022,67
05033,2023,38
05033,2024,69
05033,2025,22
05035,2018,52
05035,2019,30
05035,2020,32
05035,2021,70
05035,2022,43
05035,2023,20
05035,2024,53
05035,2025,98
05037,2018,62
05037,2019,10
05037,2020,58
05037,2021,91
05037,2022,62
05037,2023,53
05037,2024,67
05037,2025,32
05039,2018,13
05039,2019,66
05039,2020,32
05039,2021,73
05039,2022,62
05039,2023,53
05039,2024,64
05039,2025,97
05041,2018,99
05041,2019,30
05041,2020,65
05041,2021,77
05041,2022,73
05041,2023,61
05041,2024,53
05041,2025,58
05043,2018,13
05043,2019,48
05043,2020,47
05043,2021,82
05043,2022,69
05043,2023,55
05043,2024,26
05043,2025,76
05045,2018,68
05045,2019,85
05045,2020,76
05045,2021,93
05045,2022,34
05045,2023,75
05045,2024,60
05045,2025,56
05047,2018,66
05047,2019,82
05047,2020,83
05047,2021,45
05047,2022,12
05047,2023,41
05047,2024,89
05047,2025,61
05049,2018,96
05049,2019,34
05049,2020,15
05049,2021,58
05049,2022,27
05049,2023,13
05049,2024,12
05049,2025,58
05051,2018,16
05051,2019,99
05051,2020,72
05051,2021,77
05051,2022,55
05051,2023,86
05051,2024,83
05051,2025,59
05053,2018,56
05053,2019,29
05053,2020,37
05053,2021,42
05053,2022,99
05053,2023,36
05053,2024,43
05053,2025,14
05055,2018,67
05055,2019,30
05055,2020,71
05055,2021,42
05055,2022,11
05055,2023,57
05055,2024,91
05055,2025,25
05057,2018,45
05057,2019,94
05057,2020,97
05057,2021,70
05057,2022,49
05057,2023,23
05057,2024,40
05057,2025,61
05059,2018,37
05059,2019,93
05059,2020,31
05059,2021,50
05059,2022,19
05059,2023,88
05059,2024,62
05059,2025,24
05061,2018,96
05061,2019,27
05061,2020,30
05061,2021,24
05061,2022,87
05061,2023,57
05061,2024,83
05061,2025,98
05063,2018,69
05063,2019,86
05063,2020,77
05063,2021,12
05063,2022,46
05063,2023,34
05063,2024,84
05063,2025,76
05065,2018,64
05065,2019,93
05065,2020,70
05065,2021,67
05065,2022,96
05065,2023,41
05065,2024,67
05065,2025,70
05067,2018,50
05067,2019,41
05067,2020,51
05067,2021,31
05067,2022,71
05067,2023,64
05067,2024,16
05067,2025,50
05069,2018,56
05069,2019,57
05069,2020,34
05069,2021,93
05069,2022,39
05069,2023,18
05069,2024,10
05069,2025,10
05071,2018,30
05071,2019,23
05071,2020,17
05071,2021,58
05071,2022,65
05071,2023,10
05071,2024,42
05071,2025,33
05073,2018,29
05073,2019,59
05073,2020,45
05073,2021,97
05073,2022,23
05073,2023,73
05073,2024,19
05073,2025,26
05075,2018,64
05075,2019,37
05075,2020,61
05075,2021,10
05075,2022,21
05075,2023,71
05075,2024,67
05075,2025,16
05077,2018,65
05077,2019,62
05077,2020,89
05077,2021,24
05077,2022,13
05077,2023,98
05077,2024,24
05077,2025,87
05079,2018,33
05079,2019,49
05079,2020,74
05079,2021,65
05079,2022,73
05079,2023,74
05079,2024,28
05079,2025,100
05081,2018,45
05081,2019,43
05081,2020,29
05081,2021,21
05081,2022,38
05081,2023,96
05081,2024,63
05081,2025,76
05083,2018,29
05083,2019,81
05083,2020,80
05083,2021,69
05083,2022,51
05083,2023,73
05083,2024,51
05083,2025,19
05085,2018,78
05085,2019,60
05085,2020,36
05085,2021,96
05085,2022,87
05085,2023,28
05085,2024,82
05085,2025,39
05087,2018,65
05087,2019,27
05087,2020,16
05087,2021,54
05087,2022,65
05087,2023,69
05087,2024,97
05087,2025,97
05089,2018,11
05089,2019,17
05089,2020,51
05089,2021,68
05089,2022,88
05089,2023,14
05089,2024,27
05089,2025,26
05091,2018,78
05091,2019,29
05091,2020,16
05091,2021,99
05091,2022,58
05091,2023,77
05091,2024,30
05091,2025,99
05093,2018,83
05093,2019,40
05093,2020,20
05093,2021,28
05093,2022,47
05093,2023,84
05093,2024,80
05093,2025,45
05095,2018,32
05095,2019,90
05095,2020,84
05095,2021,62
05095,2022,52
05095,2023,91
05095,2024,27
05095,2025,53
05097,2018,25
05097,2019,11
05097,2020,96
05097,2021,60
05097,2022,92
05097,2023,60
05097,2024,33
05097,2025,77
05099,2018,16
05099,2019,87
05099,2020,85
05099,2021,96
05099,2022,73
05099,2023,54
05099,2024,52
05099,2025,76
05101,2018,21
05101,2019,74
05101,2020,49
05101,2021,98
05101,2022,27
05101,2023,69
05101,2024,86
05101,2025,42
05103,2018,45
05103,2019,43
05103,2020,23
05103,2021,53
05103,2022,82
05103,2023,22
05103,2024,91
05103,2025,37
05105,2018,78
05105,2019,28
05105,2020,83
05105,2021,37
05105,2022,22
05105,2023,66
05105,2024,77
05105,2025,64
05107,2018,67
05107,2019,79
05107,2020,48
05107,2021,45
05107,2022,28
05107,2023,68
05107,2024,95
05107,2025,35
05109,2018,94
05109,2019,37
05109,2020,48
05109,2021,90
05109,2022,79
05109,2023,51
05109,2024,90
05109,2025,52
05111,2018,77
05111,2019,69
05111,2020,40
05111,2021,22
05111,2022,94
05111,2023,76
05111,2024,84
05111,2025,95
05113,2018,22
05113,2019,65
05113,2020,29
05113,2021,56
05113,2022,39
05113,2023,60
05113,2024,37
05113,2025,72
05115,2018,60
05115,2019,66
05115,2020,71
05115,2021,81
05115,2022,52
05115,2023,92
05115,2024,19
05115,2025,36
05117,2018,43
05117,2019,28
05117,2020,24
05117,2021,48
05117,2022,46
05117,2023,49
05117,2024,16
05117,2025,85
05119,2018,20
05119,2019,66
05119,2020,74
05119,2021,62
05119,2022,46
05119,2023,13
05119,2024,21
05119,2025,31
05121,2018,11
05121,2019,12
05121,2020,100
05121,2021,46
05121,2022,58
05121,2023,31
05121,2024,19
05121,2025,100
05123,2018,72
05123,2019,62
05123,2020,94
05123,2021,76
05123,2022,83
05123,2023,42
05123,2024,64
05123,2025,84
05125,2018,30
05125,2019,39
05125,2020,48
05125,2021,62
05125,2022,83
05125,2023,49
05125,2024,59
05125,2025,40
05127,2018,74
05127,2019,32
05127,2020,41
05127,2021,43
05127,2022,19
05127,2023,54
05127,2024,64
05127,2025,21
05129,2018,23
05129,2019,24
05129,2020,49
05129,2021,92
05129,2022,65
05129,2023,72
05129,2024,36
05129,2025,90
05131,2018,69
05131,2019,14
05131,2020,85
05131,2021,88
05131,2022,67
05131,2023,95
05131,2024,26
05131,2025,84
05133,2018,37
05133,2019,33
05133,2020,15
05133,2021,26
05133,2022,87
05133,2023,35
05133,2024,23
05133,2025,67
05135,2018,79
05135,2019,85
05135,2020,32
05135,2021,58
05135,2022,61
05135,2023,20
05135,2024,74
05135,2025,49
05137,2018,44
05137,2019,45
05137,2020,93
05137,2021,15
05137,2022,81
05137,2023,19
05137,2024,99
05137,2025,86
05139,2018,91
05139,2019,39
05139,2020,69
05139,2021,23
05139,2022,48
05139,2023,34
05139,2024,67
05139,2025,96
05141,2018,21
05141,2019,82
05141,2020,39
05141,2021,43
05141,2022,30
05141,2023,92
05141,2024,19
05141,2025,83
05143,2018,24
05143,2019,62
05143,2020,83
05143,2021,29
05143,2022,70
05143,2023,32
05143,2024,83
05143,2025,18
05145,2018,94
05145,2019,95
05145,2020,82
05145,2021,69
05145,2022,34
05145,2023,43
05145,2024,83
05145,2025,82
05147,2018,15
05147,2019,64
05147,2020,64
05147,2021,60
05147,2022,64
05147,2023,24
05147,2024,40
05147,2025,60
05149,2018,41
05149,2019,92
05149,2020,39
05149,2021,85
05149,2022,58
05149,2023,17
05149,2024,18
05149,2025,40
06001,2018,95
06001,2019,12
06001,2020,44
06001,2021,81
06001,2022,46
06001,2023,84
06001,2024,57
06001,2025,32
06003,2018,16
06003,2019,69
06003,2020,84
06003,2021,63
06003,2022,89
06003,2023,59
06003,2024,63
06003,2025,21
06005,2018,16
06005,2019,69
06005,2020,80
06005,2021,80
06005,2022,65
06005,2023,92
06005,2024,46
06005,2025,92
06007,2018,26
06007,2019,50
06007,2020,24
06007,2021,81
06007,2022,72
06007,2023,28
06007,2024,99
06007,2025,95
06009,2018,72
06009,2019,38
06009,2020,79
06009,2021,29
06009,2022,78
06009,2023,28
06009,2024,33
06009,2025,44
06011,2018,49
06011,2019,95
06011,2020,66
06011,2021,95
06011,2022,65
06011,2023,61
06011,2024,53
06011,2025,66
06013,2018,25
06013,2019,51
06013,2020,85
06013,2021,94
06013,2022,34
06013,2023,22
06013,2024,16
06013,2025,41
06015,2018,85
06015,2019,58
06015,2020,89
06015,2021,16
06015,2022,23
06015,2023,30
06015,2024,11
06015,2025,88
06017,2018,48
06017,2019,31
06017,2020,97
06017,2021,91
06017,2022,91
06017,2023,58
06017,2024,63
06017,2025,38
06019,2018,86
06019,2019,41
06019,2020,76
06019,2021,92
06019,2022,45
06019,2023,32
06019,2024,89
06019,2025,76
06021,2018,68
06021,2019,82
06021,2020,53
06021,2021,31
06021,2022,19
06021,2023,59
06021,2024,16
06021,2025,68
06023,2018,79
06023,2019,42
06023,2020,31
06023,2021,97
06023,2022,95
06023,2023,65
06023,2024,11
06023,2025,24
06025,2018,39
06025,2019,49
06025,2020,32
06025,2021,18
06025,2022,52
06025,2023,58
06025,2024,27
06025,2025,52
06027,2018,40
06027,2019,82
06027,2020,42
06027,2021,58
06027,2022,71
06027,2023,44
06027,2024,36
06027,2025,12
06029,2018,74
06029,2019,57
06029,2020,98
06029,2021,29
06029,2022,43
06029,2023,39
06029,2024,19
06029,2025,51
06031,2018,54
06031,2019,54
06031,2020,46
06031,2021,58
06031,2022,98
06031,2023,24
06031,2024,68
06031,2025,13
06033,2018,20
06033,2019,34
06033,2020,30
06033,2021,75
06033,2022,51
06033,2023,73
06033,2024,72
06033,2025,39
06035,2018,28
06035,2019,66
06035,2020,79
06035,2021,85
06035,2022,21
06035,2023,48
06035,2024,52
06035,2025,92
06037,2018,83
06037,2019,22
06037,2020,70
06037,2021,72
06037,2022,65
06037,2023,51
06037,2024,52
06037,2025,74
06039,2018,65
06039,2019,14
06039,2020,70
06039,2021,75
06039,2022,62
06039,2023,81
06039,2024,80
06039,2025,70
06041,2018,22
06041,2019,10
06041,2020,44
06041,2021,12
06041,2022,14
06041,2023,78
06041,2024,12
06041,2025,66
06043,2018,35
06043,2019,68
06043,2020,19
06043,2021,19
06043,2022,97
06043,2023,70
06043,2024,38
06043,2025,91
06045,2018,44
06045,2019,42
06045,2020,98
06045,2021,20
06045,2022,93
06045,2023,89
06045,2024,79
06045,2025,49
06047,2018,12
06047,2019,99
06047,2020,44
06047,2021,12
06047,2022,64
06047,2023,55
06047,2024,90
06047,2025,77
06049,2018,26
06049,2019,94
06049,2020,55
06049,2021,58
06049,2022,96
06049,2023,89
06049,2024,12
06049,2025,56
06051,2018,33
06051,2019,29
06051,2020,99
06051,2021,25
06051,2022,88
06051,2023,38
06051,2024,18
06051,2025,17
06053,2018,14
06053,2019,28
06053,2020,15
06053,2021,47
06053,2022,66
06053,2023,48
06053,2024,80
06053,2025,50
06055,2018,60
06055,2019,77
06055,2020,77
06055,2021,61
06055,2022,53
06055,2023,90
06055,2024,81
06055,2025,93
06057,2018,15
06057,2019,69
06057,2020,21
06057,2021,71
06057,2022,15
06057,2023,55
06057,2024,29
06057,2025,100
06059,2018,71
06059,2019,49
06059,2020,75
06059,2021,80
06059,2022,48
06059,2023,84
06059,2024,69
06059,2025,91
06061,2018,91
06061,2019,56
06061,2020,18
06061,2021,38
06061,2022,80
06061,2023,36
06061,2024,52
06061,2025,36
06063,2018,65
06063,2019,11
